RUC_Patrono,Periodo,Cedula_Empleado,Nombre_Completo,Cargo,Departamento,Tipo_Contrato,Fecha_Ingreso,Salario_Bruto,Deducciones_CSS,Patronal_CSS,Impuesto_Renta_Retenido,Salario_Neto,Estado_Empleado
4-721-985 DV 88,6/1/2024,PE-20-565,Empleado_Agr_14,Coordinador,Tecnologia,Por Obra,5/15/2023,1956.34,190.74,239.65,97.82,1667.78,Activo
4-721-985 DV 88,6/1/2024,PE-10-150,Empleado_Agr_15,Supervisor,Ventas,Por Obra,5/15/2023,1148.83,112.01,140.73,57.44,979.38,Activo
4-721-985 DV 88,6/1/2024,PE-37-818,Empleado_Agr_16,Gerente,Logistica,Indefinido,5/15/2023,2011.77,196.15,246.44,100.59,1715.03,Activo
4-721-985 DV 88,6/1/2024,PE-81-376,Empleado_Agr_17,Gerente,Logistica,Indefinido,5/15/2023,1377.4,134.3,168.73,68.87,1174.24,Activo
4-721-985 DV 88,6/1/2024,PE-69-566,Empleado_Agr_18,Analista,Finanzas,Indefinido,5/15/2023,2892.15,281.98,354.29,144.61,2465.55,Activo
4-721-985 DV 88,6/1/2024,PE-37-679,Empleado_Agr_19,Coordinador,Tecnologia,Temporal,5/15/2023,3114.14,303.63,381.48,155.71,2654.81,Activo
4-721-985 DV 88,6/1/2024,PE-20-571,Empleado_Agr_20,Operario,Finanzas,Temporal,5/15/2023,3345.58,326.19,409.83,167.28,2852.1,Activo
4-721-985 DV 88,6/1/2024,PE-80-756,Empleado_Agr_21,Supervisor,Finanzas,Temporal,5/15/2023,3227.45,314.68,395.36,161.37,2751.4,Activo
4-721-985 DV 88,6/1/2024,PE-17-924,Empleado_Agr_22,Analista,Ventas,Indefinido,5/15/2023,2727.17,265.9,334.08,136.36,2324.91,Activo
4-721-985 DV 88,6/1/2024,PE-63-399,Empleado_Agr_23,Analista,Operaciones,Por Obra,5/15/2023,3478.2,339.12,426.08,173.91,2965.16,Activo
4-721-985 DV 88,6/1/2024,PE-39-210,Empleado_Agr_24,Supervisor,Logistica,Por Obra,5/15/2023,1997.1,194.72,244.64,99.86,1702.53,Activo
4-721-985 DV 88,6/1/2024,PE-53-139,Empleado_Agr_25,Coordinador,Ventas,Por Obra,5/15/2023,1642.78,160.17,201.24,82.14,1400.47,Activo
4-721-985 DV 88,6/1/2024,PE-95-506,Empleado_Agr_26,Coordinador,Ventas,Temporal,5/15/2023,2682.47,261.54,328.6,134.12,2286.81,Activo
4-721-985 DV 88,6/1/2024,PE-37-958,Empleado_Agr_27,Analista,Ventas,Temporal,5/15/2023,3427.81,334.21,419.91,171.39,2922.2,Activo
4-721-985 DV 88,6/1/2024,PE-11-554,Empleado_Agr_28,Operario,Ventas,Indefinido,5/15/2023,2766.83,269.77,338.94,138.34,2358.72,Activo
4-721-985 DV 88,6/1/2024,PE-15-431,Empleado_Agr_29,Operario,Finanzas,Indefinido,5/15/2023,1041.43,101.54,127.57,0,939.89,Activo
4-721-985 DV 88,6/1/2024,PE-45-856,Empleado_Agr_30,Operario,Finanzas,Por Obra,5/15/2023,3314.36,323.15,406.01,165.72,2825.5,Activo
15523-2-65342 DV 45,7/1/2024,PE-93-886,Empleado_Inv_1,Operario,Operaciones,Temporal,5/15/2023,2002.58,195.25,245.32,100.13,1707.2,Activo
15523-2-65342 DV 45,7/1/2024,PE-64-774,Empleado_Inv_2,Gerente,Finanzas,Indefinido,5/15/2023,1824.08,177.85,223.45,91.2,1555.03,Activo
15523-2-65342 DV 45,7/1/2024,PE-91-349,Empleado_Inv_3,Coordinador,Finanzas,Temporal,5/15/2023,3453.32,336.7,423.03,172.67,2943.96,Activo
15523-2-65342 DV 45,7/1/2024,PE-67-506,Empleado_Inv_4,Coordinador,Operaciones,Por Obra,5/15/2023,1869.1,182.24,228.97,93.46,1593.41,Activo
15523-2-65342 DV 45,7/1/2024,PE-48-947,Empleado_Inv_5,Operario,Finanzas,Por Obra,5/15/2023,2222.58,216.7,272.27,111.13,1894.75,Activo
15523-2-65342 DV 45,7/1/2024,PE-16-966,Empleado_Inv_6,Supervisor,Operaciones,Por Obra,5/15/2023,3401.9,331.68,416.73,170.09,2900.12,Activo
15523-2-65342 DV 45,7/1/2024,PE-92-985,Empleado_Inv_7,Gerente,Tecnologia,Indefinido,5/15/2023,2588.65,252.39,317.11,129.43,2206.82,Activo
15523-2-65342 DV 45,7/1/2024,PE-19-511,Empleado_Inv_8,Operario,Ventas,Indefinido,5/15/2023,1172.49,114.32,143.63,58.62,999.55,Activo
15523-2-65342 DV 45,7/1/2024,PE-95-147,Empleado_Inv_9,Coordinador,Finanzas,Por Obra,5/15/2023,1587.97,154.83,194.53,79.4,1353.75,Activo
15523-2-65342 DV 45,7/1/2024,PE-40-168,Empleado_Inv_10,Coordinador,Tecnologia,Indefinido,5/15/2023,2252.14,219.58,275.89,112.61,1919.95,Activo
15523-2-65342 DV 45,7/1/2024,PE-48-101,Empleado_Inv_11,Gerente,Ventas,Temporal,5/15/2023,,322.16,404.76,165.21,2816.81,Activo
15523-2-65342 DV 45,7/1/2024,PE-86-890,Empleado_Inv_12,Analista,Tecnologia,Temporal,5/15/2023,1051.88,102.56,128.86,0,949.32,Activo
15523-2-65342 DV 45,7/1/2024,PE-27-107,Empleado_Inv_13,Gerente,Logistica,Por Obra,5/15/2023,1373.18,133.89,168.21,68.66,1170.64,Activo
15523-2-65342 DV 45,7/1/2024,PE-18-501,Empleado_Inv_14,Operario,Finanzas,Indefinido,5/15/2023,2884.75,281.26,353.38,144.24,2459.25,Activo
8-842-1324 DV 12,7/1/2024,PE-32-835,Empleado_Tec_1,Operario,Operaciones,Por Obra,5/15/2023,1070.53,104.38,131.14,0,966.15,Activo
8-842-1324 DV 12,7/1/2024,PE-37-866,Empleado_Tec_2,Coordinador,Ventas,Indefinido,5/15/2023,1739.25,169.58,213.06,86.96,1482.71,Activo
8-842-1324 DV 12,7/1/2024,PE-78-783,Empleado_Tec_3,Analista,Logistica,Por Obra,5/15/2023,2154.32,210.05,263.9,107.72,1836.56,Activo
8-842-1324 DV 12,7/1/2024,PE-80-132,Empleado_Tec_4,Gerente,Operaciones,Indefinido,5/15/2023,2494.89,243.25,305.62,124.74,2126.89,Activo
8-842-1324 DV 12,7/1/2024,PE-26-665,Empleado_Tec_5,Analista,Tecnologia,Temporal,5/15/2023,2977.94,290.35,364.8,148.9,2538.7,Activo
8-842-1324 DV 12,7/1/2024,PE-94-582,Empleado_Tec_6,Gerente,Operaciones,Indefinido,5/15/2023,1134.66,110.63,139,56.73,967.3,Activo
8-842-1324 DV 12,7/1/2024,PE-82-384,Empleado_Tec_7,Operario,Finanzas,Por Obra,5/15/2023,,78.98,99.23,0,731.04,Activo
8-842-1324 DV 12,7/1/2024,PE-79-230,Empleado_Tec_8,Operario,Tecnologia,Por Obra,5/15/2023,1917.8,186.99,234.93,95.89,1634.92,Activo
8-842-1324 DV 12,7/1/2024,PE-51-600,Empleado_Tec_9,Coordinador,Tecnologia,Indefinido,5/15/2023,2589.38,252.46,317.2,129.47,2207.44,Activo
8-842-1324 DV 12,7/1/2024,PE-32-877,Empleado_Tec_10,Analista,Ventas,Indefinido,5/15/2023,3159.05,308.01,386.98,157.95,2693.09,Activo
8-842-1324 DV 12,7/1/2024,PE-46-773,Empleado_Tec_11,Coordinador,Operaciones,Indefinido,5/15/2023,1015.7,99.03,124.42,0,916.67,Activo
8-842-1324 DV 12,7/1/2024,PE-57-681,Empleado_Tec_12,Operario,Operaciones,Por Obra,5/15/2023,3483.49,339.64,426.73,174.17,2969.68,Activo
8-842-1324 DV 12,7/1/2024,PE-90-509,Empleado_Tec_13,Supervisor,Finanzas,Indefinido,5/15/2023,2283.01,222.59,279.67,114.15,1946.26,Activo
8-842-1324 DV 12,7/1/2024,PE-69-543,Empleado_Tec_14,Analista,Operaciones,Por Obra,5/15/2023,1202.68,117.26,147.33,60.13,1025.28,Activo
8-842-1324 DV 12,7/1/2024,PE-87-186,Empleado_Tec_15,Supervisor,Tecnologia,Temporal,5/15/2023,1187.62,115.79,145.48,59.38,1012.45,Activo
8-842-1324 DV 12,7/1/2024,PE-68-504,Empleado_Tec_16,Operario,Logistica,Por Obra,5/15/2023,1542.67,150.41,188.98,77.13,1315.12,Activo
4-721-985 DV 88,7/1/2024,PE-15-735,Empleado_Agr_1,Gerente,Finanzas,Indefinido,5/15/2023,2702.38,263.48,331.04,135.12,2303.78,Activo
4-721-985 DV 88,7/1/2024,PE-79-529,Empleado_Agr_2,Coordinador,Operaciones,Temporal,5/15/2023,2852.06,278.08,349.38,142.6,2431.38,Activo
4-721-985 DV 88,7/1/2024,PE-12-233,Empleado_Agr_3,Analista,Logistica,Por Obra,5/15/2023,2133.76,208.04,261.39,106.69,1819.03,Activo
4-721-985 DV 88,7/1/2024,PE-15-286,Empleado_Agr_4,Gerente,Tecnologia,Por Obra,5/15/2023,2280.2,222.32,279.32,114.01,1943.87,Activo
4-721-985 DV 88,7/1/2024,PE-49-896,Empleado_Agr_5,Supervisor,Logistica,Indefinido,5/15/2023,1303.79,127.12,159.71,65.19,1111.48,Activo
4-721-985 DV 88,7/1/2024,PE-44-212,Empleado_Agr_6,Coordinador,Operaciones,Por Obra,5/15/2023,2385.6,232.6,292.24,119.28,2033.72,Activo
4-721-985 DV 88,7/1/2024,PE-99-602,Empleado_Agr_7,Gerente,Tecnologia,Indefinido,5/15/2023,2393.44,233.36,293.2,119.67,2040.41,Activo
4-721-985 DV 88,7/1/2024,PE-25-794,Empleado_Agr_8,Gerente,Operaciones,Temporal,5/15/2023,1644.28,160.32,201.42,82.21,1401.75,Activo
4-721-985 DV 88,7/1/2024,PE-46-397,Empleado_Agr_9,Gerente,Tecnologia,Por Obra,5/15/2023,1922.51,187.44,235.51,96.13,1638.94,Activo
4-721-985 DV 88,7/1/2024,PE-14-204,Empleado_Agr_10,Analista,Finanzas,Por Obra,5/15/2023,1385.26,135.06,169.69,69.26,1180.93,Activo
4-721-985 DV 88,7/1/2024,PE-86-245,Empleado_Agr_11,Analista,Ventas,Indefinido,5/15/2023,3406.43,332.13,417.29,170.32,2903.99,Activo
4-721-985 DV 88,7/1/2024,PE-17-572,Empleado_Agr_12,Coordinador,Ventas,Temporal,5/15/2023,1906.8,185.91,233.58,95.34,1625.55,Activo
4-721-985 DV 88,7/1/2024,PE-28-386,Empleado_Agr_13,Supervisor,Tecnologia,Por Obra,5/15/2023,2266.18,220.95,277.61,113.31,1931.91,Activo
4-721-985 DV 88,7/1/2024,PE-20-565,Empleado_Agr_14,Coordinador,Tecnologia,Por Obra,5/15/2023,2583.06,251.85,316.43,129.15,2202.06,Activo
4-721-985 DV 88,7/1/2024,PE-10-150,Empleado_Agr_15,Supervisor,Ventas,Por Obra,5/15/2023,841.78,82.07,103.12,0,759.71,Activo
4-721-985 DV 88,7/1/2024,PE-37-818,Empleado_Agr_16,Gerente,Logistica,Indefinido,5/15/2023,1623.45,158.29,198.87,81.17,1383.99,Activo
4-721-985 DV 88,2024/07,PE-81-376,Empleado_Agr_17,Gerente,Logistica,Indefinido,5/15/2023,873.37,85.15,106.99,0,788.22,Activo
4-721-985 DV 88,7/1/2024,PE-69-566,Empleado_Agr_18,Analista,Finanzas,Indefinido,5/15/2023,2633.84,256.8,322.64,131.69,2245.35,Activo
4-721-985 DV 88,7/1/2024,PE-37-679,Empleado_Agr_19,Coordinador,Tecnologia,Temporal,5/15/2023,1333.05,129.97,163.3,66.65,1136.43,Activo
4-721-985 DV 88,7/1/2024,PE-20-571,Empleado_Agr_20,Operario,Finanzas,Temporal,5/15/2023,3117.35,303.94,381.88,155.87,2657.54,Activo
4-721-985 DV 88,7/1/2024,PE-80-756,Empleado_Agr_21,Supervisor,Finanzas,Temporal,5/15/2023,1217.53,118.71,149.15,60.88,1037.94,Activo
4-721-985 DV 88,7/1/2024,PE-17-924,Empleado_Agr_22,Analista,Ventas,Indefinido,5/15/2023,1735.28,169.19,212.57,86.76,1479.33,Activo
4-721-985 DV 88,7/1/2024,PE-63-399,Empleado_Agr_23,Analista,Operaciones,Por Obra,5/15/2023,1589.82,155.01,194.75,79.49,1355.32,Activo
4-721-985 DV 88,7/1/2024,PE-39-210,Empleado_Agr_24,Supervisor,Logistica,Por Obra,5/15/2023,1021.83,99.63,125.17,0,922.2,Activo
4-721-985 DV 88,7/1/2024,PE-53-139,Empleado_Agr_25,Coordinador,Ventas,Por Obra,5/15/2023,2212.76,215.74,271.06,110.64,1886.38,Activo
4-721-985 DV 88,7/1/2024,PE-95-506,Empleado_Agr_26,Coordinador,Ventas,Temporal,5/15/2023,3300.34,321.78,404.29,165.02,2813.54,Activo
4-721-985 DV 88,7/1/2024,PE-37-958,Empleado_Agr_27,Analista,Ventas,Temporal,5/15/2023,1355.86,132.2,166.09,67.79,1155.87,Activo
4-721-985 DV 88,7/1/2024,PE-11-554,Empleado_Agr_28,Operario,Ventas,Indefinido,5/15/2023,1663.74,162.21,203.81,83.19,1418.34,Activo
4-721-985 DV 88,7/1/2024,PE-15-431,Empleado_Agr_29,Operario,Finanzas,Indefinido,5/15/2023,2540.38,247.69,311.2,127.02,2165.68,Activo
4-721-985 DV 88,7/1/2024,PE-45-856,Empleado_Agr_30,Operario,Finanzas,Por Obra,5/15/2023,2486.9,242.47,304.64,124.34,2120.08,Activo
15523-2-65342 DV 45,8/1/2024,PE-93-886,Empleado_Inv_1,Operario,Operaciones,Temporal,5/15/2023,1201.79,117.17,147.22,60.09,1024.53,Activo
15523-2-65342 DV 45,8/1/2024,PE-64-774,Empleado_Inv_2,Gerente,Finanzas,Indefinido,5/15/2023,1196.05,116.61,146.52,59.8,1019.63,Activo
15523-2-65342 DV 45,8/1/2024,PE-91-349,Empleado_Inv_3,Coordinador,Finanzas,Temporal,5/15/2023,1131.39,110.31,138.59,56.57,964.51,Activo
15523-2-65342 DV 45,8/1/2024,PE-67-506,Empleado_Inv_4,Coordinador,Operaciones,Por Obra,5/15/2023,1520.53,148.25,186.26,76.03,1296.25,Activo
15523-2-65342 DV 45,8/1/2024,PE-48-947,Empleado_Inv_5,Operario,Finanzas,Por Obra,5/15/2023,3081.97,300.49,377.54,154.1,2627.38,Activo
15523-2-65342 DV 45,8/1/2024,PE-16-966,Empleado_Inv_6,Supervisor,Operaciones,Por Obra,5/15/2023,2184.91,213.03,267.65,109.25,1862.63,Activo
15523-2-65342 DV 45,8/1/2024,PE-92-985,Empleado_Inv_7,Gerente,Tecnologia,Indefinido,5/15/2023,3281.77,319.97,402.02,164.09,2797.71,Activo
15523-2-65342 DV 45,8/1/2024,PE-19-511,Empleado_Inv_8,Operario,Ventas,Indefinido,5/15/2023,1567.45,152.83,192.01,78.37,1336.25,Activo
15523-2-65342 DV 45,8/1/2024,PE-95-147,Empleado_Inv_9,Coordinador,Finanzas,Por Obra,5/15/2023,3295.4,321.3,403.69,164.77,2809.32,Activo
15523-2-65342 DV 45,8/1/2024,PE-40-168,Empleado_Inv_10,Coordinador,Tecnologia,Indefinido,5/15/2023,2628.23,256.25,321.96,131.41,2240.57,Activo
15523-2-65342 DV 45,8/1/2024,PE-48-101,Empleado_Inv_11,Gerente,Ventas,Temporal,5/15/2023,2433.24,237.24,298.07,121.66,2074.34,Activo
15523-2-65342 DV 45,8/1/2024,PE-86-890,Empleado_Inv_12,Analista,Tecnologia,Temporal,5/15/2023,1443.96,140.79,176.88,72.2,1230.97,Activo
15523-2-65342 DV 45,8/1/2024,PE-27-107,Empleado_Inv_13,Gerente,Logistica,Por Obra,5/15/2023,2814.17,274.38,344.74,140.71,2399.08,Activo
15523-2-65342 DV 45,Aug-24,PE-18-501,Empleado_Inv_14,Operario,Finanzas,Indefinido,5/15/2023,,202.06,253.87,103.62,1766.72,Activo
8-842-1324 DV 12,8/1/2024,PE-32-835,Empleado_Tec_1,Operario,Operaciones,Por Obra,5/15/2023,3146.85,306.82,385.49,157.34,2682.69,Activo
8-842-1324 DV 12,8/1/2024,PE-37-866,Empleado_Tec_2,Coordinador,Ventas,Indefinido,5/15/2023,1775.87,173.15,217.54,88.79,1513.93,Activo
8-842-1324 DV 12,8/1/2024,PE-78-783,Empleado_Tec_3,Analista,Logistica,Por Obra,5/15/2023,823.4,80.28,100.87,0,743.12,Activo
8-842-1324 DV 12,8/1/2024,PE-80-132,Empleado_Tec_4,Gerente,Operaciones,Indefinido,5/15/2023,2519.48,245.65,308.64,125.97,2147.85,Activo
8-842-1324 DV 12,8/1/2024,PE-26-665,Empleado_Tec_5,Analista,Tecnologia,Temporal,5/15/2023,2134.38,208.1,261.46,106.72,1819.56,Activo
8-842-1324 DV 12,8/1/2024,PE-94-582,Empleado_Tec_6,Gerente,Operaciones,Indefinido,5/15/2023,1928.41,188.02,236.23,96.42,1643.97,Activo
8-842-1324 DV 12,8/1/2024,PE-82-384,Empleado_Tec_7,Operario,Finanzas,Por Obra,5/15/2023,2752.67,268.38,337.2,137.63,2346.65,Activo
8-842-1324 DV 12,8/1/2024,PE-79-230,Empleado_Tec_8,Operario,Tecnologia,Por Obra,5/15/2023,3327.08,324.39,407.57,166.35,2836.33,Activo
8-842-1324 DV 12,8/1/2024,PE-51-600,Empleado_Tec_9,Coordinador,Tecnologia,Indefinido,5/15/2023,1869.12,182.24,228.97,93.46,1593.43,Activo
8-842-1324 DV 12,8/1/2024,PE-32-877,Empleado_Tec_10,Analista,Ventas,Indefinido,5/15/2023,3444.24,335.81,421.92,172.21,2936.22,Activo
8-842-1324 DV 12,8/1/2024,PE-46-773,Empleado_Tec_11,Coordinador,Operaciones,Indefinido,5/15/2023,2226.13,217.05,272.7,111.31,1897.78,Activo
8-842-1324 DV 12,8/1/2024,PE-57-681,Empleado_Tec_12,Operario,Operaciones,Por Obra,5/15/2023,1212.25,118.19,148.5,60.61,1033.44,Activo
8-842-1324 DV 12,8/1/2024,PE-90-509,Empleado_Tec_13,Supervisor,Finanzas,Indefinido,5/15/2023,2163.15,210.91,264.99,108.16,1844.09,Activo
8-842-1324 DV 12,8/1/2024,PE-69-543,Empleado_Tec_14,Analista,Operaciones,Por Obra,5/15/2023,2193.7,213.89,268.73,109.69,1870.13,Activo
8-842-1324 DV 12,8/1/2024,PE-87-186,Empleado_Tec_15,Supervisor,Tecnologia,Temporal,5/15/2023,1155.45,112.66,141.54,57.77,985.02,Activo
8-842-1324 DV 12,8/1/2024,PE-68-504,Empleado_Tec_16,Operario,Logistica,Por Obra,5/15/2023,1175.95,114.65,144.05,58.8,1002.49,Activo
4-721-985 DV 88,8/1/2024,PE-15-735,Empleado_Agr_1,Gerente,Finanzas,Indefinido,5/15/2023,1347.93,131.42,165.12,67.4,1149.11,Activo
4-721-985 DV 88,8/1/2024,PE-79-529,Empleado_Agr_2,Coordinador,Operaciones,Temporal,5/15/2023,2782.5,271.29,340.86,139.13,2372.09,Activo
4-721-985 DV 88,8/1/2024,PE-12-233,Empleado_Agr_3,Analista,Logistica,Por Obra,5/15/2023,3177.88,309.84,389.29,158.89,2709.14,Activo
4-721-985 DV 88,8/1/2024,PE-15-286,Empleado_Agr_4,Gerente,Tecnologia,Por Obra,5/15/2023,3380.51,329.6,414.11,169.03,2881.89,Activo
4-721-985 DV 88,8/1/2024,PE-49-896,Empleado_Agr_5,Supervisor,Logistica,Indefinido,5/15/2023,2966.09,289.19,363.35,148.3,2528.59,Activo
4-721-985 DV 88,8/1/2024,PE-44-212,Empleado_Agr_6,Coordinador,Operaciones,Por Obra,5/15/2023,2710.47,264.27,332.03,135.52,2310.68,Activo
4-721-985 DV 88,8/1/2024,PE-99-602,Empleado_Agr_7,Gerente,Tecnologia,Indefinido,5/15/2023,2300.57,224.31,281.82,115.03,1961.24,Activo
4-721-985 DV 88,8/1/2024,PE-25-794,Empleado_Agr_8,Gerente,Operaciones,Temporal,5/15/2023,2653.68,258.73,325.08,132.68,2262.26,Activo
4-721-985 DV 88,8/1/2024,PE-46-397,Empleado_Agr_9,Gerente,Tecnologia,Por Obra,5/15/2023,2041.9,199.09,250.13,102.1,1740.72,Activo
4-721-985 DV 88,8/1/2024,PE-14-204,Empleado_Agr_10,Analista,Finanzas,Por Obra,5/15/2023,1989.43,193.97,243.71,99.47,1695.99,Activo
4-721-985 DV 88,8/1/2024,PE-86-245,Empleado_Agr_11,Analista,Ventas,Indefinido,5/15/2023,2764.49,269.54,338.65,138.22,2356.73,Activo
4-721-985 DV 88,8/1/2024,PE-17-572,Empleado_Agr_12,Coordinador,Ventas,Temporal,5/15/2023,,185.13,232.6,94.94,1618.73,Activo
4-721-985 DV 88,8/1/2024,PE-28-386,Empleado_Agr_13,Supervisor,Tecnologia,Por Obra,5/15/2023,1878.31,183.14,230.09,93.92,1601.26,Activo
4-721-985 DV 88,8/1/2024,PE-20-565,Empleado_Agr_14,Coordinador,Tecnologia,Por Obra,5/15/2023,3043.63,296.75,372.84,152.18,2594.69,Activo
4-721-985 DV 88,8/1/2024,PE-10-150,Empleado_Agr_15,Supervisor,Ventas,Por Obra,5/15/2023,2675.01,260.81,327.69,133.75,2280.45,Activo
4-721-985 DV 88,8/1/2024,PE-37-818,Empleado_Agr_16,Gerente,Logistica,Indefinido,5/15/2023,3137.85,305.94,384.39,156.89,2675.02,Activo
4-721-985 DV 88,8/1/2024,PE-81-376,Empleado_Agr_17,Gerente,Logistica,Indefinido,5/15/2023,2718.88,265.09,333.06,135.94,2317.84,Activo
4-721-985 DV 88,8/1/2024,PE-69-566,Empleado_Agr_18,Analista,Finanzas,Indefinido,5/15/2023,3488.67,340.15,427.36,174.43,2974.09,Activo
4-721-985 DV 88,8/1/2024,PE-37-679,Empleado_Agr_19,Coordinador,Tecnologia,Temporal,5/15/2023,3034.82,295.89,371.77,151.74,2587.18,Activo
4-721-985 DV 88,8/1/2024,PE-20-571,Empleado_Agr_20,Operario,Finanzas,Temporal,5/15/2023,1235.52,120.46,151.35,61.78,1053.28,Activo
4-721-985 DV 88,8/1/2024,PE-80-756,Empleado_Agr_21,Supervisor,Finanzas,Temporal,5/15/2023,982.34,95.78,120.34,0,886.56,Activo
4-721-985 DV 88,8/1/2024,PE-17-924,Empleado_Agr_22,Analista,Ventas,Indefinido,5/15/2023,2374.7,231.53,290.9,118.73,2024.43,Activo
4-721-985 DV 88,8/1/2024,PE-63-399,Empleado_Agr_23,Analista,Operaciones,Por Obra,5/15/2023,1488.22,145.1,182.31,74.41,1268.71,Activo
4-721-985 DV 88,8/1/2024,PE-39-210,Empleado_Agr_24,Supervisor,Logistica,Por Obra,5/15/2023,1481.32,144.43,181.46,74.07,1262.82,Activo
4-721-985 DV 88,8/1/2024,PE-53-139,Empleado_Agr_25,Coordinador,Ventas,Por Obra,5/15/2023,1051.31,102.5,128.78,0,948.8,Activo
4-721-985 DV 88,8/1/2024,PE-95-506,Empleado_Agr_26,Coordinador,Ventas,Temporal,5/15/2023,2901.28,282.87,355.41,145.06,2473.34,Activo
4-721-985 DV 88,8/1/2024,PE-37-958,Empleado_Agr_27,Analista,Ventas,Temporal,5/15/2023,970.47,94.62,118.88,0,875.85,Activo
4-721-985 DV 88,8/1/2024,PE-11-554,Empleado_Agr_28,Operario,Ventas,Indefinido,5/15/2023,2885.05,281.29,353.42,144.25,2459.5,Activo
4-721-985 DV 88,8/1/2024,PE-15-431,Empleado_Agr_29,Operario,Finanzas,Indefinido,5/15/2023,3046.26,297.01,373.17,152.31,2596.93,Activo
4-721-985 DV 88,8/1/2024,PE-45-856,Empleado_Agr_30,Operario,Finanzas,Por Obra,5/15/2023,818.15,79.77,100.22,0,738.38,Activo
15523-2-65342 DV 45,9/1/2024,PE-93-886,Empleado_Inv_1,Operario,Operaciones,Temporal,5/15/2023,3467.68,338.1,424.79,173.38,2956.2,Activo
15523-2-65342 DV 45,9/1/2024,PE-64-774,Empleado_Inv_2,Gerente,Finanzas,Indefinido,5/15/2023,3105.3,302.77,380.4,155.26,2647.27,Activo
15523-2-65342 DV 45,9/1/2024,PE-91-349,Empleado_Inv_3,Coordinador,Finanzas,Temporal,5/15/2023,1796.05,175.11,220.02,89.8,1531.13,Activo
15523-2-65342 DV 45,9/1/2024,PE-67-506,Empleado_Inv_4,Coordinador,Operaciones,Por Obra,5/15/2023,841.76,82.07,103.12,0,759.69,Activo
15523-2-65342 DV 45,9/1/2024,PE-48-947,Empleado_Inv_5,Operario,Finanzas,Por Obra,5/15/2023,1766.85,172.27,216.44,88.34,1506.24,Activo
15523-2-65342 DV 45,9/1/2024,PE-16-966,Empleado_Inv_6,Supervisor,Operaciones,Por Obra,5/15/2023,1079.04,105.21,132.18,0,973.83,Activo
15523-2-65342 DV 45,9/1/2024,PE-92-985,Empleado_Inv_7,Gerente,Tecnologia,Indefinido,5/15/2023,2690,262.28,329.53,134.5,2293.23,Activo
15523-2-65342 DV 45,9/1/2024,PE-19-511,Empleado_Inv_8,Operario,Ventas,Indefinido,5/15/2023,952.28,92.85,116.65,0,859.43,Activo
15523-2-65342 DV 45,9/1/2024,PE-95-147,Empleado_Inv_9,Coordinador,Finanzas,Por Obra,5/15/2023,,194.01,243.75,99.49,1696.32,Activo
15523-2-65342 DV 45,9/1/2024,PE-40-168,Empleado_Inv_10,Coordinador,Tecnologia,Indefinido,5/15/2023,2428.61,236.79,297.5,121.43,2070.39,Activo
15523-2-65342 DV 45,9/1/2024,PE-48-101,Empleado_Inv_11,Gerente,Ventas,Temporal,5/15/2023,1665.65,162.4,204.04,83.28,1419.97,Activo
15523-2-65342 DV 45,9/1/2024,PE-86-890,Empleado_Inv_12,Analista,Tecnologia,Temporal,5/15/2023,2746.69,267.8,336.47,137.33,2341.56,Activo
15523-2-65342 DV 45,9/1/2024,PE-27-107,Empleado_Inv_13,Gerente,Logistica,Por Obra,5/15/2023,2521.23,245.82,308.85,126.06,2149.35,Activo
15523-2-65342 DV 45,9/1/2024,PE-18-501,Empleado_Inv_14,Operario,Finanzas,Indefinido,5/15/2023,2406.51,234.63,294.8,120.33,2051.55,Activo
8-842-1324 DV 12,9/1/2024,PE-32-835,Empleado_Tec_1,Operario,Operaciones,Por Obra,5/15/2023,2594.06,252.92,317.77,129.7,2211.43,Activo
8-842-1324 DV 12,9/1/2024,PE-37-866,Empleado_Tec_2,Coordinador,Ventas,Indefinido,5/15/2023,2133.17,207.98,261.31,106.66,1818.53,Activo
8-842-1324 DV 12,9/1/2024,PE-78-783,Empleado_Tec_3,Analista,Logistica,Por Obra,5/15/2023,2222.86,216.73,272.3,111.14,1894.99,Activo
8-842-1324 DV 12,Sep-24,PE-80-132,Empleado_Tec_4,Gerente,Operaciones,Indefinido,5/15/2023,831.79,81.1,101.89,0,750.69,Activo
8-842-1324 DV 12,9/1/2024,PE-26-665,Empleado_Tec_5,Analista,Tecnologia,Temporal,5/15/2023,1935.72,188.73,237.13,96.79,1650.2,Activo
8-842-1324 DV 12,9/1/2024,PE-94-582,Empleado_Tec_6,Gerente,Operaciones,Indefinido,5/15/2023,2723.51,265.54,333.63,136.18,2321.79,Activo
8-842-1324 DV 12,9/1/2024,PE-82-384,Empleado_Tec_7,Operario,Finanzas,Por Obra,5/15/2023,1402.66,136.76,171.83,70.13,1195.77,Activo
8-842-1324 DV 12,9/1/2024,PE-79-230,Empleado_Tec_8,Operario,Tecnologia,Por Obra,5/15/2023,1390.04,135.53,170.28,69.5,1185.01,Activo
8-842-1324 DV 12,9/1/2024,PE-51-600,Empleado_Tec_9,Coordinador,Tecnologia,Indefinido,5/15/2023,1405.53,137.04,172.18,70.28,1198.21,Activo
8-842-1324 DV 12,9/1/2024,PE-32-877,Empleado_Tec_10,Analista,Ventas,Indefinido,5/15/2023,1444.37,140.83,176.94,72.22,1231.33,Activo
